CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
FRA.1.0.99.0.XNE;France;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);0.794951498;0.803330096;0.805186925;0.805186925;0.805186925;0.805186925;0.805186925;0.801429057;0.774390699;0.806496462;0.865555212;0.879957070;0.862430007;0.833553114;0.864892058;0.810912910;0.814820179;0.854641387;0.875031443;0.888748805;0.894717184;0.920781393;0.980425546;1.032198757;1.047577814;1.035895646;1.036616729;1.056334485;1.072698363;1.070782079;1.054050799;1.063075781;1.044030325;1.011297997;1.003513950;0.994738984;0.989851469;1.008084371;1.006378467;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                         
HRV.1.0.99.0.XNE;Croatia;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.555997080;0.946646758;0.907347535;0.915338775;0.926362731;0.946036233;1.006188572;1.014361909;0.993028761;0.983873294;1.004549009;0.994977851;0.982254392;0.972151736;0.973861414;0.958774844;0.974189458;0.967423855;0.987330756;0.998297312;1.005855366;1.013261038;1.010511854;0.999839493;0.990602757;0.984558560;0.984533108;1.000515347;0.999182560;0.999801038;1.000000000;1.000000000                                                                                                                                                                                                                                                                                                                                                                                 
ITA.1.0.99.0.XNE;Italy;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);0.340926111;0.344520134;0.345315994;0.345315994;0.345315994;0.345315994;0.345315994;0.343704649;0.332108125;0.329946237;0.329961214;0.334360910;0.337898640;0.370021226;0.408942968;0.418096133;0.480382901;0.519961576;0.557886039;0.587950028;0.614173643;0.652378542;0.683676347;0.697178080;0.713424264;0.747823392;0.754995429;0.772055034;0.793966751;0.780092136;0.786038621;0.791849794;0.824014729;0.950915420;0.989045433;1.100125499;1.011718407;0.996400295;1.003806287;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                          
CYP.1.0.99.0.XNE;Cyprus;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);0.647993726;0.653976531;0.655586204;0.655299655;0.654706958;0.654416290;0.653469503;0.659472435;0.732316505;0.726165198;0.728775872;0.734874264;0.735060023;0.734607124;0.742445385;0.780899955;0.783648599;0.795396652;0.812080632;0.829699679;0.790684363;0.779050496;0.783581707;0.744024166;0.712532933;0.925069284;0.942707176;1.070628458;0.936202531;1.012464248;0.994320609;0.979626636;0.997267946;0.996013833;0.997705348;1.010841076;1.011328028;0.995145863;0.989861159;0.989006858;0.980600539;0.983966484;0.982958409;0.997977016;0.994149749;0.985572569;0.983778538;0.995482458;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                         
LVA.1.0.99.0.XNE;Latvia;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.274987052;1.129191069;0.944930592;0.981122760;0.995448233;0.938243095;0.939436884;0.890186511;0.795725158;0.796893363;0.826757154;0.911569800;0.946537180;0.990587299;0.990658037;0.996096755;0.999815338;1.004147316;1.008417930;1.004947231;0.992125160;0.998087660;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                                                                                                                                                                                                                                                                                                                         
LTU.1.0.99.0.XNE;Lithuania;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.620739690;1.473244903;1.370455862;1.515297729;1.470977178;1.313759847;1.298763323;1.234961229;1.070197987;1.037502372;1.001921146;0.999985349;1.000017780;0.999999887;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                                                                                                                                                                                                                                                                                                                      
LUX.1.0.99.0.XNE;Luxembourg;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);1.309128183;1.322925937;1.325984943;1.325984943;1.325984943;1.325984943;1.325984943;1.319795042;1.275268407;1.266966453;1.267023468;1.260945119;1.223632186;1.184953359;1.138131230;1.129626003;1.070044794;1.013455661;0.993091207;0.995671779;1.006398132;1.023668874;1.108371612;1.126378598;1.126480234;1.113381540;1.085721581;1.066958520;1.076564394;1.075376984;1.051705631;1.046688266;1.031068495;1.003257321;0.983058957;0.955676638;0.974186847;1.004791782;1.006960850;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                     
HUN.1.0.99.0.XNE;Hungary;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42.6023000;37.2325000;35.4456000;37.9857000;37.9052000;22.2703000;43.6893000;72.2695000;83.3535000;78.9927000;130.5220000;142.2020000;172.7770000;107.6110000;125.0300000;164.5450000;193.7580000;211.6540000;240.5730000;252.7671815;260.0446667;256.5911417;242.9579608;253.6183529;251.6561004;248.0544747;264.2632941;251.3519608;251.5121094;280.3269531;275.4804651;279.3726070;289.2494141;296.8729804;308.7061176;309.9956250;311.4378988;309.1932549;318.8896863;325.2967451;351.2493774;358.4615690;392.2971538;413.3300000;413.3300000                                                                                                                                                                                                                                                                      
MLT.1.0.99.0.XNE;Malta;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);0.883423550;0.891580037;0.893774517;0.893383881;0.892575844;0.892179548;0.890888772;0.898290007;0.998382180;0.989995970;0.993555160;0.995962800;1.001192243;1.051607757;1.069786723;1.102490846;1.106108619;1.121848148;1.141679362;1.143523806;1.051938039;0.975979502;0.927596087;0.834309341;0.761013277;0.966501281;0.977770790;1.046892616;0.901444212;0.971511763;0.940209644;0.931330072;0.961921733;1.041390636;1.045003494;1.074845097;1.066116935;1.019089215;1.013237829;0.991847193;0.941299790;0.938737480;0.952480783;0.992546005;0.996971815;1.001397624;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                          
NLD.1.0.99.0.XNE;Netherlands;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);1.821278662;1.769080324;1.757345567;1.757345567;1.757345567;1.757345567;1.757345567;1.749145759;1.690131642;1.679132009;1.679209152;1.659705678;1.633572476;1.555803622;1.438959754;1.422555599;1.340988606;1.270634521;1.249751555;1.247332907;1.252560455;1.259290015;1.186140645;1.151331164;1.145046308;1.139446660;1.089480921;1.059204705;1.059481511;1.059694787;1.049194313;1.048677004;1.032268311;0.987067264;0.979380227;0.952443833;0.970967142;1.003221840;1.007237794;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                    
AUT.1.0.99.0.XNE;Austria;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);1.995702129;2.016729286;2.021399243;2.021399243;2.021399243;2.021394882;2.021402150;2.011965001;1.944081161;1.931415885;1.931491319;1.902487591;1.884424031;1.752670363;1.591476930;1.565874291;1.455963896;1.369287007;1.341802141;1.330603257;1.305829088;1.287406525;1.213570925;1.160505222;1.143499778;1.136806610;1.087498092;1.058915867;1.060013226;1.058806857;1.049388458;1.048734403;1.033182416;0.990080158;0.983961105;0.958002369;0.976323191;1.004629260;1.006845781;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                        
POL.1.0.99.0.XNE;Poland;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.006130000;0.010851800;0.009676670;0.008150000;0.008935020;0.006536370;0.016710500;0.040788300;0.071179400;0.192473000;1.961770000;2.016920000;2.974840000;2.122170000;2.701530000;3.170490000;3.422320000;3.715450000;3.916470000;4.227405019;4.008169020;3.672135827;3.857422745;4.399576863;4.526755212;4.023024903;3.895855294;3.783701961;3.512098828;4.327615625;3.994669380;4.120611673;4.184737109;4.197488627;4.184258824;4.184118359;4.363207393;4.257012549;4.261489804;4.297618824;4.443046304;4.564890000;4.702980308;4.788130000;4.788130000                                                                                                                                                                                                                                                             
PRT.1.0.99.0.XNE;Portugal;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);0.151464969;0.153061123;0.153415269;0.153415269;0.153415269;0.153415269;0.153415269;0.152701988;0.147549406;0.146586726;0.146541834;0.147848685;0.152013647;0.150971160;0.149302182;0.156802606;0.167692361;0.217576640;0.278666913;0.334263924;0.346924911;0.341650622;0.389095280;0.492257160;0.577010904;0.649691743;0.733674345;0.811123692;0.848252212;0.864980896;0.903366387;0.890923873;0.871468261;0.939585100;0.982113107;0.978167616;0.976451751;0.990557756;1.006050418;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                       
ROM.1.0.99.0.XNE;Romania;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.002357330;0.001627770;0.001451500;0.001421420;0.001508640;0.000759836;0.001544260;0.002246350;0.002364380;0.001992670;0.004625660;0.014537000;0.067371300;0.088582500;0.197156000;0.266181000;0.392219000;0.811150000;0.998488000;1.634520077;1.992179608;2.600397638;3.126965882;3.755055294;4.050966409;3.620897276;3.525839608;3.335298824;3.682644141;4.239925781;4.212160853;4.239086381;4.459308594;4.418990588;4.443724314;4.445414453;4.490426070;4.568789020;4.654014510;4.745347059;4.838276654;4.921405000;4.930821846;4.915030000;4.915030000                                                                                                                                                                                                                                                            
SVN.1.0.99.0.XNE;Slovenia;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1542705725;0.4389417460;0.5528542814;0.6374812218;0.6463027875;0.7168168920;0.7552411951;0.7759472542;0.8115222830;0.8621795190;0.9096131700;0.9429861460;0.9758358370;0.9976940410;0.9996999670;0.9998168090;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000                                                                                                                                                                                                                                                                                                                            
SVK.1.0.99.0.XNE;Slovakia;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.196033327;1.265292438;1.290078338;1.292003585;1.265116511;1.312510788;1.464615282;1.414127332;1.437296687;1.417181172;1.377182500;1.328487021;1.281252075;1.235942375;1.121124610;1.037708292;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                                                                                                                                                                                                                                                                                                                                
FIN.1.0.99.0.XNE;Finland;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);0.568453327;0.574445863;0.575772866;0.575772866;0.575772866;0.575707272;0.575774547;0.617858362;0.726796878;0.722061883;0.722089634;0.737369507;0.782280729;0.791608432;0.762981165;0.764287985;0.725090107;0.772561149;0.881054135;0.895099508;0.869908321;0.806121368;0.791695889;0.832225816;0.794533220;0.789512810;0.837532145;0.851902121;0.831457197;0.794353259;0.816545655;0.841294509;0.976672335;1.126233448;1.041212770;0.960109188;0.980227827;0.989052648;1.006185952;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000;1.000000000                                                                        
SWE.1.0.99.0.XNE;Sweden;01 Exchange rates and purchasing power parities;ECU-EUR exchange rates (annual averages) :- Units of national currency per EUR/ECU ;(Annual average,  1 ECU/EUR = ... units of national currency);5.46399000;5.52160000;5.53434000;5.53434000;5.53434000;5.53400000;5.53430000;5.50851100;5.32265400;5.28797800;5.28818000;5.37070000;5.34236000;5.37921000;5.23996000;5.14131000;4.86655000;5.11925000;5.74939000;5.87171000;5.88097000;5.63465000;6.14336000;6.82115000;6.51098000;6.52133000;6.99567000;7.31001000;7.24192000;7.09939000;7.52051000;7.47926000;7.53295000;9.12151000;9.16307000;9.33192000;8.51472000;8.65117000;8.91593000;8.80752201;8.44518824;9.25511063;9.16107137;9.12422667;9.12434807;9.28219339;9.25438667;9.25010745;9.61523750;10.61905430;9.53726550;9.02984475;8.70406602;8.65153765;9.09852431;9.35346094;9.46890078;9.63509294;10.25825843;10.58908078;10.48475331;10.14611000;10.55895885;10.98760000;10.98760000                                                                                                                                  
